Country Name,Country Code,Population_1961,Population_1962,Population_1963,Population_1964,Population_1965,Population_1966,Population_1967,Population_1968,Population_1969,Population_1970,Population_1971,Population_1972,Population_1973,Population_1974,Population_1975,Population_1976,Population_1977,Population_1978,Population_1979,Population_1980,Population_1981,Population_1982,Population_1983,Population_1984,Population_1985,Population_1986,Population_1987,Population_1988,Population_1989,Population_1990,Population_1991,Population_1992,Population_1993,Population_1994,Population_1995,Population_1996,Population_1997,Population_1998,Population_1999,Population_2000,Population_2001,Population_2002,Population_2003,Population_2004,Population_2005,Population_2006,Population_2007,Population_2008,Population_2009,Population_2010,Population_2011,Population_2012,Population_2013,Population_2014,Population_2015,Population_2016,Population_2017,Population_2018,Population_2019
Ireland,IRL,2818300,2829901.0,2846417.0,2860253.0,2870959.0,2882411.0,2895999.0,2909040.0,2926052.0,2950494.0,2985012.0,3029375.0,3077962.0,3128954.0,3180436.0,3228433.0,3272154.0,3318580.0,3362793.0,3401493.0,3441326.0,3473861.0,3498489.0,3520169.0,3525804.0,3527406.0,3527772.0,3512684.0,3498765.0,3501718.0,3521850.0,3545878.0,3563602.0,3577649.0,3595991.0,3624445.0,3660791.0,3698976.0,3740675.0,3790540.0,3850891.0,3915784.0,3979570.0,4052329.0,4140617.0,4252248.0,4375179.0,4464376.0,4509719.0,4534292.0,4554065.0,4573363.0,4597444.0,4631051.0,4674807.0,4727578.0,4779046.0,4838252.0,4911382.0
Iraq,IRQ,7026278,7210758.0,7409715.0,7625651.0,7860099.0,8114359.0,8387568.0,8676220.0,8975391.0,9281363.0,9592277.0,9908577.0,10231575.0,10563580.0,10905854.0,11258576.0,11619709.0,11985555.0,12351240.0,12713133.0,13071877.0,13428436.0,13780316.0,14124531.0,14460276.0,14785622.0,15104918.0,15431438.0,15782834.0,16171911.0,16602789.0,17072442.0,17577325.0,18110931.0,18667689.0,19245779.0,19844315.0,20459232.0,21085807.0,21719364.0,22366448.0,23025325.0,23674184.0,24284170.0,24839291.0,25319769.0,25743418.0,26177384.0,26713571.0,27413184.0,28304854.0,29357976.0,30501837.0,31634936.0,32684021.0,33624423.0,34478777.0,35278155.0,36073372.0
Iceland,ISL,178905,182221.0,185464.0,188761.0,192032.0,195284.0,198435.0,201149.0,203018.0,204082.0,205732.0,208743.0,211893.0,214760.0,217507.0,219667.0,221302.0,223029.0,225211.0,227596.0,230192.0,233269.0,236358.0,238872.0,240754.0,242518.0,245175.0,249015.0,252099.0,254059.0,257004.0,260234.0,262880.0,265159.0,266597.0,268036.0,270232.0,273126.0,276429.0,280214.0,283939.0,286473.0,288457.0,290989.0,295595.0,302534.0,310188.0,315956.0,317034.0,316578.0,317545.0,319235.0,322255.0,325840.0,329235.0,333805.0,341635.0,350784.0,359226.0
Israel,ISR,2213337,2320120.0,2405545.0,2500709.0,2588079.0,2653881.0,2768469.0,2826355.0,2900004.0,2996167.0,3090378.0,3168922.0,3297156.0,3395260.0,3472790.0,3550320.0,3629816.0,3706362.0,3801555.0,3892828.0,3970349.0,4044916.0,4118498.0,4172322.0,4245906.0,4311596.0,4381236.0,4453836.0,4529394.0,4669561.0,4950529.0,5121593.0,5257730.0,5393866.0,5537790.0,5682687.0,5824663.0,5957866.0,6109579.0,6271014.0,6418829.0,6548108.0,6666335.0,6784171.0,6903769.0,7025814.0,7150600.0,7277636.0,7451587.0,7587709.0,7727936.0,7870605.0,8017475.0,8171374.0,8333273.0,8496634.0,8661360.0,8828232.0,8996079.0
Italy,ITA,50523200,50865052.0,51236140.0,51657621.0,52092634.0,52497552.0,52877518.0,53211565.0,53512774.0,53795791.0,54046723.0,54353553.0,54722172.0,55080268.0,55409233.0,55685643.0,55922152.0,56121410.0,56283683.0,56399627.0,56467337.0,56509169.0,56529679.0,56542314.0,56558655.0,56561737.0,56567509.0,56594843.0,56637294.0,56684704.0,56723947.0,56762476.0,56797178.0,56808749.0,56809651.0,56825617.0,56855682.0,56872042.0,56881608.0,56907377.0,56939341.0,57024133.0,57277609.0,57648300.0,57931577.0,58105696.0,58399091.0,58785967.0,59053804.0,59235448.0,59337320.0,59497259.0,60186982.0,60739200.0,60680662.0,60577575.0,60486793.0,60371830.0,60247441.0
Jamaica,JAM,1647918,1673104.0,1699982.0,1726798.0,1752323.0,1776111.0,1798711.0,1821074.0,1844641.0,1870370.0,1898708.0,1929196.0,1960714.0,1991703.0,2021094.0,2048168.0,2073389.0,2098226.0,2124837.0,2154577.0,2188257.0,2224937.0,2262149.0,2296373.0,2325209.0,2347651.0,2364744.0,2378658.0,2392607.0,2408919.0,2428182.0,2449702.0,2473014.0,2497243.0,2521675.0,2546361.0,2571395.0,2596112.0,2619690.0,2641516.0,2661343.0,2679334.0,2695792.0,2711247.0,2726118.0,2740411.0,2754126.0,2767672.0,2781527.0,2796037.0,2811384.0,2827458.0,2843902.0,2860197.0,2875956.0,2891054.0,2905556.0,2919451.0,2932774.0
Jordan,JOR,890828,923751.0,959215.0,1005733.0,1068684.0,1150566.0,1247969.0,1353069.0,1454906.0,1545483.0,1622420.0,1688108.0,1744942.0,1797250.0,1848589.0,1899134.0,1948735.0,2000424.0,2057853.0,2123688.0,2199886.0,2286229.0,2380469.0,2479133.0,2579966.0,2680511.0,2782123.0,2890804.0,3014841.0,3159057.0,3326920.0,3513713.0,3706117.0,3885869.0,4040029.0,4164868.0,4265447.0,4348588.0,4425126.0,4504207.0,4586840.0,4674070.0,4775388.0,4902182.0,5062399.0,5256963.0,5483419.0,5741291.0,6028875.0,6342664.0,6684082.0,7047134.0,7411676.0,7751396.0,8046820.0,8290485.0,8485810.0,8637889.0,8763369.0
Japan,JPN,94943293,95828159.0,96803143.0,97811777.0,98862955.0,99765638.0,100696058.0,101031402.0,103120045.0,104285840.0,105628394.0,107108015.0,107994670.0,110056242.0,111818353.0,112645384.0,113730920.0,114760049.0,115726799.0,116634106.0,117495818.0,118293071.0,119099251.0,119854832.0,120587587.0,121322327.0,121919021.0,122439175.0,122940434.0,123360116.0,123742971.0,124050147.0,124356327.0,124779991.0,125256388.0,125573523.0,125872729.0,126214762.0,126445213.0,126656725.0,126961908.0,127257129.0,127529435.0,127572364.0,127584346.0,127665201.0,127811900.0,127873793.0,127857816.0,127880780.0,127643911.0,127440050.0,127256190.0,127087328.0,126952457.0,126806101.0,126597525.0,126340949.0,126076897.0
Kazakhstan,KAZ,10466809,10871038.0,11259106.0,11620852.0,11949363.0,12239098.0,12491844.0,12717445.0,12930620.0,13142162.0,13356224.0,13569987.0,13779036.0,13976115.0,14156575.0,14318787.0,14466607.0,14607294.0,14750827.0,14904193.0,15067220.0,15236668.0,15412133.0,15592465.0,15774853.0,15961973.0,16148889.0,16315913.0,16359647.0,16458515.0,16561386.0,16549900.0,16440128.0,16201606.0,15917712.0,15676629.0,15428944.0,15162626.0,15018201.0,14973064.0,14947599.0,14948216.0,14998502.0,15102730.0,15236977.0,15398133.0,15574266.0,15764018.0,16179716.0,16408379.0,16643266.0,16877716.0,17120662.0,17372794.0,17626695.0,17877355.0,18120555.0,18358800.0,18595765.0
Kenya,KEN,8411966,8678127.0,8956139.0,9246473.0,9549719.0,9866342.0,10197272.0,10544063.0,10908615.0,11292428.0,11696441.0,12121046.0,12566550.0,13033033.0,13520672.0,14029226.0,14559137.0,15111907.0,15689488.0,16292909.0,16922375.0,17576444.0,18252442.0,18946754.0,19656362.0,20380073.0,21117201.0,21865780.0,22623751.0,23389417.0,24162366.0,24942232.0,25727596.0,26516929.0,27309589.0,28105469.0,28906175.0,29715119.0,30536906.0,31375445.0,32231378.0,33105619.0,34002649.0,34927792.0,35884544.0,36874206.0,37895091.0,38943744.0,40015027.0,41104470.0,42211714.0,43335687.0,44470443.0,45608638.0,46745176.0,47876944.0,49005314.0,50135351.0,51274377.0
Cambodia,KHM,5919487,6074145.0,6228497.0,6375683.0,6510935.0,6628502.0,6729323.0,6823102.0,6923835.0,7039544.0,7182042.0,7343639.0,7490132.0,7574218.0,7565275.0,7443894.0,7231135.0,6987122.0,6796885.0,6719514.0,6775578.0,6944067.0,7190708.0,7464103.0,7727027.0,7969635.0,8203560.0,8438162.0,8689861.0,8969527.0,9277663.0,9605956.0,9946061.0,10286475.0,10618275.0,10939000.0,11248987.0,11545624.0,11826770.0,12091223.0,12337548.0,12566459.0,12781807.0,12989205.0,13193255.0,13394829.0,13594345.0,13795446.0,14002322.0,14217847.0,14443743.0,14679238.0,14921423.0,15165848.0,15409064.0,15650251.0,15889741.0,16126555.0,16359808.0
Kiribati,KIR,41543,42565.0,43592.0,44623.0,45624.0,46601.0,47557.0,48477.0,49357.0,50217.0,51024.0,51803.0,52556.0,53316.0,54077.0,54866.0,55684.0,56516.0,57337.0,58155.0,58937.0,59700.0,60524.0,61507.0,62713.0,64184.0,65870.0,67649.0,69355.0,70853.0,72106.0,73149.0,74073.0,75000.0,76023.0,77169.0,78415.0,79742.0,81115.0,82495.0,83903.0,85314.0,86796.0,88407.0,90173.0,92123.0,94231.0,96387.0,98481.0,100411.0,102153.0,103742.0,105214.0,106668.0,108158.0,109701.0,111283.0,112917.0,114619.0
Lebanon,LBN,1835620,1894403.0,1952257.0,2006789.0,2056452.0,2099481.0,2136609.0,2171721.0,2210350.0,2256025.0,2310944.0,2372732.0,2434824.0,2488032.0,2525964.0,2546141.0,2551366.0,2546915.0,2540727.0,2538791.0,2544054.0,2555635.0,2571212.0,2586836.0,2600470.0,2609160.0,2616101.0,2632440.0,2673077.0,2747146.0,2861047.0,3008406.0,3170226.0,3320178.0,3439959.0,3519261.0,3565506.0,3599548.0,3652029.0,3743460.0,3885137.0,4066948.0,4262651.0,4434939.0,4558772.0,4617564.0,4624922.0,4622396.0,4669003.0,4802909.0,5038748.0,5354369.0,5706041.0,6032071.0,6286937.0,6456364.0,6552571.0,6588116.0,6594642.0
Liberia,LBR,1083250,1106095.0,1129690.0,1154162.0,1179656.0,1206226.0,1233915.0,1262874.0,1293295.0,1325290.0,1358928.0,1394245.0,1431377.0,1470465.0,1511611.0,1553879.0,1596992.0,1642373.0,1691933.0,1746448.0,1807411.0,1872769.0,1935477.0,1986033.0,2017832.0,2029716.0,2024902.0,2006748.0,1980563.0,1951658.0,1917733.0,1881183.0,1857611.0,1866792.0,1920670.0,2026494.0,2176267.0,2348240.0,2512350.0,2647092.0,2743336.0,2808315.0,2856484.0,2910365.0,2985916.0,3087256.0,3207923.0,3340391.0,3473147.0,3597834.0,3712562.0,3820230.0,3922919.0,4024254.0,4126988.0,4231371.0,4336548.0,4442903.0,4550741.0
Libya,LBY,1388517,1436561.0,1487841.0,1542958.0,1602378.0,1666153.0,1734205.0,1806549.0,1883200.0,1964095.0,2049325.0,2138718.0,2231563.0,2326932.0,2424164.0,2522545.0,2622144.0,2723957.0,2829449.0,2939427.0,3054306.0,3173012.0,3293089.0,3411224.0,3524994.0,3633252.0,3736485.0,3835822.0,3933178.0,4029854.0,4126405.0,4222124.0,4315716.0,4405305.0,4489717.0,4568293.0,4641929.0,4712830.0,4784064.0,4857816.0,4934596.0,5013593.0,5094032.0,5174604.0,5254153.0,5333522.0,5412584.0,5488115.0,5555845.0,5613225.0,5658127.0,5692718.0,5723976.0,5761597.0,5812339.0,5878834.0,5958485.0,6046424.0,6135293.0
Liechtenstein,LIE,16825,17215.0,17638.0,18079.0,18551.0,19045.0,19574.0,20107.0,20628.0,21119.0,21573.0,21989.0,22394.0,22807.0,23254.0,23738.0,24245.0,24762.0,25237.0,25650.0,26003.0,26297.0,26547.0,26791.0,27040.0,27307.0,27581.0,27869.0,28184.0,28519.0,28883.0,29271.0,29686.0,30129.0,30575.0,31035.0,31509.0,31982.0,32432.0,32840.0,33202.0,33524.0,33816.0,34089.0,34346.0,34599.0,34843.0,35093.0,35345.0,35608.0,35903.0,36220.0,36534.0,36819.0,37063.0,37248.0,37388.0,37497.0,37605.0
Sri Lanka,LKA,10190590,10430172.0,10674469.0,10925785.0,11185345.0,11453759.0,11729180.0,12007519.0,12283308.0,12552633.0,12813391.0,13066591.0,13315251.0,13564004.0,13816023.0,14072521.0,14331822.0,14590728.0,14844679.0,15090536.0,15326540.0,15554023.0,15776628.0,15999620.0,16226527.0,16458167.0,16692293.0,16925573.0,17153241.0,17371462.0,17580706.0,17781167.0,17968647.0,18137916.0,18286100.0,18410347.0,18513910.0,18607590.0,18706242.0,18820473.0,18954430.0,19104923.0,19266155.0,19428939.0,19586474.0,19737197.0,19883035.0,20024762.0,20164085.0,20302119.0,20438863.0,20465228.0,20624918.0,20817391.0,21008872.0,21241017.0,21481087.0,21706293.0,21839109.0
Lesotho,LSO,875282,891798.0,908993.0,926978.0,945805.0,965581.0,986352.0,1008059.0,1030580.0,1053896.0,1077884.0,1102666.0,1128750.0,1156807.0,1187258.0,1220270.0,1255555.0,1292479.0,1330196.0,1368035.0,1405830.0,1443649.0,1481262.0,1518480.0,1555177.0,1590999.0,1625965.0,1660831.0,1696659.0,1734098.0,1773138.0,1813128.0,1853322.0,1892656.0,1930183.0,1966133.0,2000146.0,2029877.0,2052327.0,2065568.0,2068549.0,2062534.0,2050835.0,2038188.0,2028180.0,2021896.0,2018828.0,2019038.0,2022086.0,2027616.0,2035937.0,2047288.0,2060988.0,2076089.0,2091862.0,2108034.0,2124641.0,2141559.0,2158896.0
Lithuania,LTU,2810271,2849607.0,2884818.0,2920668.0,2956518.0,2992712.0,3028660.0,3062739.0,3090931.0,3122962.0,3161861.0,3196069.0,3226571.0,3255733.0,3283221.0,3309973.0,3336094.0,3360345.0,3378520.0,3393758.0,3413334.0,3437343.0,3465083.0,3493809.0,3523841.0,3557847.0,3594886.0,3633134.0,3662050.0,3675526.0,3681779.0,3677781.0,3660344.0,3634941.0,3606962.0,3579537.0,3553126.0,3527386.0,3502360.0,3477725.0,3449068.0,3421380.0,3393589.0,3355479.0,3300838.0,3248144.0,3209558.0,3176548.0,3141277.0,3075406.0,3005949.0,2965633.0,2935621.0,2910380.0,2883000.0,2846366.0,2806565.0,2779785.0,2765162.0
Luxembourg,LUX,316845,320726.0,324058.0,327687.0,331415.0,333801.0,334899.0,335753.0,337398.0,339064.0,342298.0,346450.0,350277.0,354845.0,358721.0,360496.0,361122.0,361770.0,362617.0,363908.0,364981.0,365281.0,365378.0,365754.0,366461.0,368105.0,370491.0,373179.0,376809.0,381526.0,386637.0,391773.0,397032.0,402439.0,408092.0,413647.0,418832.0,424042.0,429769.0,435545.0,440730.0,445347.0,450759.0,457166.0,464161.0,471565.0,478848.0,487407.0,496433.0,505495.0,516730.0,529139.0,541368.0,554128.0,567205.0,579430.0,593516.0,604964.0,616736.0
Latvia,LVA,2145744,2174364.0,2203405.0,2232811.0,2257878.0,2275049.0,2292917.0,2315127.0,2334528.0,2350406.0,2367505.0,2386640.0,2406625.0,2427817.0,2446615.0,2461372.0,2475361.0,2488126.0,2496114.0,2501833.0,2509511.0,2521097.0,2535925.0,2551847.0,2568551.0,2589401.0,2615849.0,2642455.0,2655886.0,2652095.0,2639548.0,2603207.0,2551874.0,2509160.0,2473384.0,2445524.0,2421148.0,2398319.0,2378798.0,2355868.0,2325442.0,2298424.0,2276212.0,2251371.0,2227043.0,2206615.0,2188605.0,2165604.0,2129849.0,2085520.0,2047548.0,2022151.0,2000493.0,1981653.0,1965431.0,1947469.0,1930210.0,1915171.0,1900822.0
Morocco,MAR,12736342,13115721.0,13494348.0,13868779.0,14236669.0,14597414.0,14951809.0,15300892.0,15646386.0,15990236.0,16332386.0,16674398.0,17021905.0,17382123.0,17760316.0,18157706.0,18573212.0,19006684.0,19457201.0,19923198.0,20405382.0,20901759.0,21404732.0,21904281.0,22393035.0,22866941.0,23326897.0,23776533.0,24221959.0,24667205.0,25113524.0,25557948.0,25995332.0,26418520.0,26822627.0,27206614.0,27572839.0,27924133.0,28264825.0,28598749.0,28927254.0,29251622.0,29575673.0,29903863.0,30239926.0,30584604.0,30938968.0,31307215.0,31694233.0,32102842.0,32535119.0,32988530.0,33455395.0,33925057.0,34389436.0,34845433.0,35293895.0,35735349.0,36171696.0
Monaco,MCO,21348,21563.0,21683.0,21747.0,21790.0,21812.0,21800.0,21811.0,21850.0,21979.0,22200.0,22507.0,22867.0,23235.0,23571.0,23874.0,24139.0,24398.0,24683.0,25009.0,25396.0,25827.0,26263.0,26646.0,26945.0,27140.0,27258.0,27315.0,27386.0,27510.0,27681.0,27907.0,28168.0,28437.0,28698.0,28957.0,29222.0,29479.0,29747.0,30029.0,30329.0,30641.0,30963.0,31285.0,31604.0,31926.0,32237.0,32559.0,32888.0,33246.0,33628.0,34033.0,34442.0,34833.0,35201.0,35528.0,35827.0,36097.0,36359.0
Moldova,MDA,3068962,3137694.0,3202969.0,3265933.0,3325432.0,3381461.0,3434014.0,3483089.0,3532164.0,3581239.0,3631474.0,3682869.0,3733104.0,3781018.0,3823120.0,3861732.0,3894518.0,3926138.0,3957758.0,3992876.0,4031489.0,4072429.0,4114534.0,4156639.0,4196416.0,4233863.0,4270145.0,4301763.0,4326375.0,4343969.0,4353360.0,4355710.0,4349830.0,4336882.0,4319334.0,4310685.0,4294742.0,4293008.0,4286267.0,4277550.0,4267984.0,4258100.0,4246110.0,4235603.0,4225297.0,4213553.0,4203789.0,4195786.0,4190490.0,4186305.0,4183885.0,4183336.0,4182215.0,4179666.0,4146737.0,4099124.0,4029770.0,3957294.0,3885856.0
Madagascar,MDG,5590111,5726418.0,5867822.0,6014474.0,6166559.0,6324192.0,6487611.0,6657284.0,6833738.0,7017394.0,7208490.0,7407087.0,7613192.0,7826707.0,8047572.0,8275870.0,8511716.0,8755155.0,9006247.0,9265015.0,9531956.0,9807150.0,10089949.0,10379392.0,10675058.0,10976915.0,11285999.0,11604368.0,11934711.0,12279171.0,12638250.0,13012060.0,13401901.0,13809147.0,14234618.0,14678972.0,15141627.0,15620414.0,16112282.0,16614938.0,17127651.0,17650643.0,18183687.0,18726775.0,19279945.0,19843143.0,20416263.0,20999269.0,21592181.0,22195179.0,22808185.0,23431753.0,24067506.0,24717568.0,25383512.0,26065867.0,26764402.0,27478908.0,28208814.0
Maldives,MDV,92793,95351.0,97973.0,100570.0,103095.0,105494.0,107818.0,110212.0,112878.0,115953.0,119517.0,123509.0,127787.0,132119.0,136364.0,140447.0,144454.0,148540.0,152962.0,157868.0,163311.0,169211.0,175463.0,181919.0,188453.0,195026.0,201634.0,208235.0,214806.0,221302.0,227745.0,234112.0,240311.0,246166.0,251602.0,256547.0,261118.0,265644.0,270616.0,276363.0,283113.0,290800.0,299080.0,307442.0,315574.0,323259.0,330754.0,338829.0,348502.0,360460.0,374722.0,390858.0,408514.0,427173.0,446280.0,466043.0,486079.0,504614.0,519327.0
Mexico,MEX,39836230,41073529.0,42348275.0,43664286.0,45023921.0,46426213.0,47868648.0,49349931.0,50868320.0,52421272.0,54008327.0,55625766.0,57263738.0,58909749.0,60554421.0,62192256.0,63823635.0,65452294.0,67084971.0,68726010.0,70375738.0,72030196.0,73684271.0,75331098.0,76965553.0,78584892.0,80189715.0,81782286.0,83366487.0,84944719.0,86518272.0,88084893.0,89639375.0,91174628.0,92685937.0,94174236.0,95642827.0,97092861.0,98526156.0,99946004.0,101349207.0,102740746.0,104141910.0,105580596.0,107075430.0,108634671.0,110249052.0,111897682.0,113550140.0,115183152.0,116789718.0,118372556.0,119929819.0,121462134.0,122969695.0,124449329.0,125897879.0,127316019.0,128705498.0
Marshall Islands,MHL,15622,16129.0,16707.0,17314.0,17899.0,18468.0,19025.0,19609.0,20281.0,21065.0,21992.0,23028.0,24133.0,25232.0,26285.0,27269.0,28196.0,29141.0,30159.0,31325.0,32646.0,34083.0,35643.0,37308.0,39078.0,40947.0,42898.0,44798.0,46529.0,47980.0,49116.0,49962.0,50553.0,50941.0,51186.0,51263.0,51179.0,51084.0,51152.0,51486.0,52160.0,53113.0,54203.0,55228.0,56015.0,56529.0,56816.0,56941.0,57018.0,57135.0,57302.0,57490.0,57714.0,57958.0,58221.0,58520.0,58846.0,59205.0,59587.0
Mali,MLI,4572544,4623041.0,4674509.0,4727586.0,4782865.0,4840387.0,4900425.0,4964106.0,5032821.0,5107509.0,5188836.0,5276449.0,5368957.0,5464359.0,5561252.0,5658584.0,5756834.0,5857848.0,5964337.0,6077902.0,6200613.0,6331165.0,6463864.0,6590846.0,6707186.0,6809997.0,6902998.0,6995956.0,7102494.0,7232274.0,7389421.0,7570982.0,7770924.0,7979913.0,8191457.0,8403954.0,8620514.0,8844895.0,9082734.0,9338126.0,9611467.0,9901479.0,10208462.0,10532432.0,10872962.0,11231141.0,11605970.0,11992338.0,12383426.0,12774572.0,13163506.0,13552167.0,13945324.0,14350006.0,14771321.0,15210811.0,15667001.0,16138251.0,16621856.0
Malta,MLT,328854,327486.0,326118.0,324801.0,322314.0,318654.0,314942.0,311230.0,307570.0,305898.0,305949.0,305696.0,305443.0,305237.0,307479.0,309044.0,310250.0,313479.0,316656.0,319976.0,322329.0,329243.0,333884.0,333954.0,339821.0,345499.0,347878.0,350734.0,354148.0,357613.0,367251.0,371040.0,374746.0,378251.0,380888.0,383389.0,386290.0,388801.0,391106.0,393630.0,396587.0,399544.0,402172.0,404873.0,407454.0,408939.0,410365.0,413035.0,416149.0,418193.0,419965.0,423741.0,429691.0,438271.0,448730.0,459000.0,471570.0,488037.0,505857.0
Montenegro,MNE,468013,478769.0,488996.0,496879.0,501216.0,501304.0,497842.0,492755.0,488796.0,487907.0,490795.0,496791.0,504758.0,512956.0,520125.0,525875.0,530625.0,534880.0,539450.0,544866.0,551333.0,558476.0,565571.0,571606.0,575884.0,578080.0,578492.0,577796.0,576994.0,576805.0,577502.0,578843.0,580414.0,581572.0,581879.0,581204.0,579792.0,578022.0,575598.0,575437.0,577752.0,580067.0,582382.0,583414.0,584277.0,585003.0,585811.0,586851.0,588110.0,589188.0,589807.0,590303.0,590879.0,591452.0,591784.0,591921.0,591988.0,591849.0,591763.0
Mongolia,MNG,981849,1010561.0,1041130.0,1072738.0,1104810.0,1137102.0,1169775.0,1203110.0,1237605.0,1273553.0,1311063.0,1349921.0,1389759.0,1430068.0,1470478.0,1510876.0,1551400.0,1592266.0,1633797.0,1676243.0,1719194.0,1762531.0,1807064.0,1853902.0,1903556.0,1956717.0,2012386.0,2067417.0,2117553.0,2159790.0,2192930.0,2218075.0,2237458.0,2254489.0,2271764.0,2290026.0,2308894.0,2328511.0,2348747.0,2369602.0,2391414.0,2414707.0,2439769.0,2466922.0,2496423.0,2528266.0,2562578.0,2599924.0,2640987.0,2686133.0,2735516.0,2788650.0,2844452.0,2901438.0,2958438.0,3015040.0,3071158.0,3126316.0,3180050.0
Northern Mariana Islands,MNP,9160,9329.0,9466.0,9637.0,9848.0,10132.0,10463.0,10830.0,11210.0,11578.0,11959.0,12356.0,12744.0,13053.0,13271.0,13361.0,13381.0,13489.0,13899.0,14756.0,16050.0,17734.0,19771.0,22139.0,24772.0,27736.0,30973.0,34136.0,36786.0,38609.0,39373.0,39212.0,38601.0,38267.0,38691.0,40059.0,42141.0,44547.0,46712.0,48213.0,48936.0,49019.0,48621.0,48029.0,47435.0,46878.0,46319.0,45818.0,45454.0,45267.0,45301.0,45551.0,45946.0,46381.0,46778.0,47119.0,47432.0,47700.0,47979.0
Mozambique,MOZ,7627642,7797356.0,7974143.0,8156505.0,8343398.0,8534953.0,8731655.0,8933389.0,9140054.0,9351861.0,9566940.0,9785737.0,10013477.0,10257291.0,10521248.0,10805864.0,11106433.0,11415143.0,11721364.0,12016094.0,12304877.0,12587445.0,12842925.0,13044059.0,13175804.0,13221320.0,13198375.0,13169088.0,13218478.0,13404353.0,13751501.0,14236020.0,14806958.0,15389940.0,15931364.0,16414915.0,16858056.0,17281181.0,17717813.0,18191997.0,18708381.0,19257002.0,19830221.0,20415900.0,21005484.0,21597869.0,22197251.0,22806672.0,23430874.0,24073752.0,24735596.0,25416596.0,26120392.0,26851389.0,27612588.0,28405655.0,29229598.0,30081190.0,30955692.0
